"cohort","n_persons","n_events","incidence_start_date","person_days","ir_100000_pys","sex","age_group","database","ir_100000_pys_95CI_lower","ir_100000_pys_95CI_upper"
"First negative test",22680,8218,2020-12-01,6658963,45045.6024459064,"Female","65-79","SIDIAP",44076.8976055731,46030.2311719689
"First negative test",18785,5394,2020-12-01,5770153,34120.5857106389,"Male","65-79","SIDIAP",33216.030691575,35043.5333795444
"First negative test",27300,7816,2021-01-01,7835741,36408.0436042998,"Female","<=34","SIDIAP",35605.3166209262,37224.3042210912
"First negative test",22330,4266,2021-01-01,6844181,22750.5672336836,"Male","<=34","SIDIAP",22072.9322751305,23443.7172316847
"First negative test",5840,2502,2021-01-01,1581508,57744.254218126,"Female",">=80","SIDIAP",55503.5641728116,60052.193505326
"First negative test",3807,1482,2021-01-01,1060753,50994.9064485323,"Male",">=80","SIDIAP",48431.3740462907,53658.9031972684
"First negative test",34783,9526,2021-01-01,10440615,33302.5401281438,"Female","35-49","SIDIAP",32637.0975938635,33978.1360243373
"First negative test",25675,4864,2021-01-01,8178057,21708.823990833,"Male","35-49","SIDIAP",21102.9810282681,22327.6472605497
"First negative test",31258,8506,2021-01-01,9543853,32530.7818550852,"Female","50-64","SIDIAP",31843.0900276527,33229.5833750822
"First negative test",21424,4537,2021-01-01,6818572,24286.683487393,"Male","50-64","SIDIAP",23585.0722605524,25003.8656126035
"First negative test",11994,4348,2021-01-01,3474154,45680.7614170241,"Female","65-79","SIDIAP",44332.9367148247,47059.1497334964
"First negative test",9836,2849,2021-01-01,2986702,34817.1662254889,"Male","65-79","SIDIAP",33550.2963338744,36119.630739453
"First negative test",16432,4573,2021-02-01,4602867,36263.1594612662,"Female","<=34","SIDIAP",35219.6649034971,37329.7199343741
"First negative test",16346,3191,2021-02-01,4874910,23892.0308272358,"Male","<=34","SIDIAP",23070.1771138032,24735.6845284888
"First negative test",4833,2105,2021-02-01,1293704,59389.5512420152,"Female",">=80","SIDIAP",56879.3107581291,61982.0511718196
"First negative test",3107,1220,2021-02-01,852452,52237.5453397963,"Male",">=80","SIDIAP",49347.0712318364,55253.1429053913
"First negative test",19059,5205,2021-02-01,5615292,33833.058013724,"Female","35-49","SIDIAP",32920.095694902,34764.921740226
"First negative test",18893,3627,2021-02-01,5902856,22427.3639743202,"Male","35-49","SIDIAP",21703.3563143661,23169.3687712015
"First negative test",17038,4847,2021-02-01,5099164,34695.0009844751,"Female","50-64","SIDIAP",33725.0593241881,35685.7606677895
"First negative test",16306,3544,2021-02-01,5119199,25268.796934833,"Male","50-64","SIDIAP",24443.6424929005,26114.7049629879
"First negative test",10262,3623,2021-02-01,2956830,44723.4031039999,"Female","65-79","SIDIAP",43278.8369662007,46203.8978751741
"First negative test",8645,2386,2021-02-01,2634976,33051.1549251302,"Male","65-79","SIDIAP",31738.152424324,34404.5268082847
"First negative test",12086,3277,2021-03-01,3396089,35220.0722654795,"Female","<=34","SIDIAP",34024.4152231974,36447.0199096268
"First negative test",12483,2470,2021-03-01,3741549,24095.6352569484,"Male","<=34","SIDIAP",23154.6582507952,25065.0389378409
"First negative test",4428,1925,2021-03-01,1154288,60870.8571864214,"Female",">=80","SIDIAP",58181.7239249484,63652.2159352523
"First negative test",2946,1121,2021-03-01,812864,50336.2186048343,"Male",">=80","SIDIAP",47432.3445940648,53371.3651868907
"First negative test",15289,4272,2021-03-01,4362477,35742.9964673739,"Female","35-49","SIDIAP",34679.1189711678,36831.215037472
"First negative test",15286,2995,2021-03-01,4672415,23396.3592703131,"Male","35-49","SIDIAP",22565.8713860515,24249.5963376894
"First negative test",11535,3499,2021-03-01,3359970,38010.3096158597,"Female","50-64","SIDIAP",36761.1899613509,39291.0502930601
"First negative test",11786,2692,2021-03-01,3621084,27134.96842382,"Male","50-64","SIDIAP",26119.5109300854,28179.7899656491
"First negative test",9307,3402,2021-03-01,2642643,46988.1856913703,"Female","65-79","SIDIAP",45422.3536530405,48594.2253433404
"First negative test",8089,2321,2021-03-01,2422862,34965.4664607394,"Male","65-79","SIDIAP",33557.2964467006,36417.5442477864
"First negative test",13531,3326,2021-04-01,3731207,32536.1203492596,"Female","<=34","SIDIAP",31439.6754274916,33661.0443813007
"First negative test",12528,2153,2021-04-01,3667391,21427.9033787235,"Male","<=34","SIDIAP",20532.2474050514,22352.5747176344
"First negative test",3700,1584,2021-04-01,935263,61817.905765544,"Female",">=80","SIDIAP",58810.7553344464,64938.968708613
"First negative test",2393,858,2021-04-01,634868,49328.3643214022,"Male",">=80","SIDIAP",46082.4884772754,52742.5545067868
"First negative test",13951,3389,2021-04-01,3881925,31865.247267786,"Female","35-49","SIDIAP",30801.3537416298,32956.5126687961
"First negative test",14146,2448,2021-04-01,4146354,21549.5348443476,"Male","35-49","SIDIAP",20704.2520222808,22420.4698413113
"First negative test",11357,3123,2021-04-01,3193402,35695.3180338711,"Female","50-64","SIDIAP",34454.2680203359,36969.6496271498
"First negative test",11570,2398,2021-04-01,3401677,25730.5440816397,"Male","50-64","SIDIAP",24710.8979485055,26781.4602133624
"First negative test",8690,2915,2021-04-01,2393586,44451.0871972012,"Female","65-79","SIDIAP",42851.9220401093,46094.6642501549
"First negative test",7319,2028,2021-04-01,2098239,35278.1546811398,"Male","65-79","SIDIAP",33759.3022687936,36847.7324591341
"First negative test",8729,2100,2021-05-01,2209807,34686.2870829896,"Female","<=34","SIDIAP",33218.4631688898,36202.2691827321
"First negative test",9008,1502,2021-05-01,2426577,22592.7304181981,"Male","<=34","SIDIAP",21464.4758767747,23764.8994345984
"First negative test",3232,1247,2021-05-01,775246,58711.0413984722,"Female",">=80","SIDIAP",55497.2346135006,62062.4185063166
"First negative test",2225,763,2021-05-01,551864,50464.4260180044,"Male",">=80","SIDIAP",46946.7493555381,54175.8640124256
"First negative test",11147,2602,2021-05-01,2849583,33328.7361694676,"Female","35-49","SIDIAP",32060.3115967939,34634.4789862679
"First negative test",11517,1902,2021-05-01,3114017,22293.7125905221,"Male","35-49","SIDIAP",21302.9581711802,23318.6542524873
"First negative test",9163,2266,2021-05-01,2410600,34310.5450925081,"Female","50-64","SIDIAP",32912.2542446194,35752.9707507113
"First negative test",9634,1893,2021-05-01,2618065,26391.4379513114,"Male","50-64","SIDIAP",25215.8233445526,27607.7167848759
"First negative test",7442,2337,2021-05-01,1915392,44534.2258921411,"Female","65-79","SIDIAP",42746.7792379613,46377.2120623133
"First negative test",6272,1615,2021-05-01,1660908,35491.1289487437,"Male","65-79","SIDIAP",33781.098096569,37265.2988810148
"First negative test",8346,1654,2021-06-01,1929356,31290.7519400256,"Female","<=34","SIDIAP",29800.7669722809,32835.9467900675
"First negative test",8799,1185,2021-06-01,2144763,20166.5638581046,"Male","<=34","SIDIAP",19034.5581611328,21348.3080070339
"First negative test",2584,909,2021-06-01,570706,58135.8878301612,"Female",">=80","SIDIAP",54417.5313299659,62041.4207975823
"First negative test",1860,601,2021-06-01,421516,52041.915372133,"Male",">=80","SIDIAP",47963.8506201605,56374.0454586632
"First negative test",8588,1694,2021-06-01,2012906,30717.281383234,"Female","35-49","SIDIAP",29271.7674523131,32215.7079772895
"First negative test",9338,1314,2021-06-01,2290060,20943.1193942517,"Male","35-49","SIDIAP",19825.9110244753,22106.8873526574
"First negative test",6957,1568,2021-06-01,1667364,34324.8384875768,"Female","50-64","SIDIAP",32646.7049587201,36066.8706553542
"First negative test",7473,1241,2021-06-01,1855813,24407.9010115782,"Male","50-64","SIDIAP",23068.646748421,25804.625153123
"First negative test",5714,1625,2021-06-01,1355291,43763.6640396786,"Female","65-79","SIDIAP",41661.4650509834,45944.4634557696
"First negative test",5086,1154,2021-06-01,1245703,33813.0356914931,"Male","65-79","SIDIAP",31890.0601273246,35821.6585107294
"First negative test",15387,2734,2021-07-01,3251438,30691.3433379323,"Female","<=34","SIDIAP",29551.5705117837,31863.81689867
"First negative test",16373,2058,2021-07-01,3627236,20709.1570551241,"Male","<=34","SIDIAP",19824.0044279882,21623.6510783946
"First negative test",3110,1016,2021-07-01,618468,59961.0650833996,"Female",">=80","SIDIAP",56330.2986073051,63764.448608871
"First negative test",1994,574,2021-07-01,409511,51161.0188737299,"Male",">=80","SIDIAP",47060.724409929,55522.9110497315
"First negative test",13500,2528,2021-07-01,2840494,32484.4903738575,"Female","35-49","SIDIAP",31230.4076571031,33776.0143082352
"First negative test",14079,1780,2021-07-01,3123404,20801.0234987213,"Male","35-49","SIDIAP",19845.8150118931,21790.3252721203
"First negative test",10329,2070,2021-07-01,2245949,33640.5679737162,"Female","50-64","SIDIAP",32206.8284613286,35121.693199068
"First negative test",10009,1483,2021-07-01,2241000,24154.1722445337,"Male","50-64","SIDIAP",22940.3374673734,25415.5605901123
"First negative test",6172,1593,2021-07-01,1315460,44200.8879023307,"Female","65-79","SIDIAP",42056.7298429965,46426.0321250674
"First negative test",5114,1087,2021-07-01,1124506,35282.604094598,"Male","65-79","SIDIAP",33216.0524623919,37444.0607274573
"First negative test",6354,1056,2021-08-01,1185639,32509.0520807767,"Female","<=34","SIDIAP",30577.629205932,34530.5005524247
"First negative test",6544,747,2021-08-01,1289968,21136.570829664,"Male","<=34","SIDIAP",19647.8145181599,22708.2313615965
"First negative test",2586,862,2021-08-01,452866,69475.2973285696,"Female",">=80","SIDIAP",64914.1642820917,74272.3822810915
"First negative test",1616,456,2021-08-01,295325,56358.2493862694,"Male",">=80","SIDIAP",51303.5185966144,61776.3297410038
"First negative test",6606,1210,2021-08-01,1234506,35775.4437807512,"Female","35-49","SIDIAP",33787.8247316429,37849.4667810152
"First negative test",7247,927,2021-08-01,1411601,23969.591973936,"Male","35-49","SIDIAP",22451.2162945289,25563.634491827
"First negative test",5648,1116,2021-08-01,1079478,37734.905204182,"Female","50-64","SIDIAP",35553.1964471656,40015.4666734288
"First negative test",5971,911,2021-08-01,1174241,28317.4407979282,"Male","50-64","SIDIAP",26508.2210126705,30217.6312300303
"First negative test",4234,1053,2021-08-01,795674,48304.3306680877,"Female","65-79","SIDIAP",45430.4583317596,51312.3526465418
"First negative test",3631,743,2021-08-01,702026,38630.335628595,"Male","65-79","SIDIAP",35902.2237822467,41510.7884265849
"First negative test",3977,586,2021-09-01,677768,31557.9962465032,"Female","<=34","SIDIAP",29054.2749466826,34219.7524954794
"First negative test",4450,460,2021-09-01,783018,21442.6743701933,"Male","<=34","SIDIAP",19527.6802122856,23494.7015247489
"First negative test",2476,655,2021-09-01,407214,58709.9166531603,"Female",">=80","SIDIAP",54299.2762992659,63383.3971034967
"First negative test",1779,422,2021-09-01,295268,52166.1676849506,"Male",">=80","SIDIAP",47307.1149614124,57388.8593425233
"First negative test",4969,805,2021-09-01,838340,35048.4290383377,"Female","35-49","SIDIAP",32668.7931947591,37555.5743543015
"First negative test",5695,637,2021-09-01,1001520,23215.2128764278,"Male","35-49","SIDIAP",21447.1614100217,25090.1529378736
"First negative test",4569,801,2021-09-01,784169,37283.417222563,"Female","50-64","SIDIAP",34745.8339548922,39957.322572267
"First negative test",5093,662,2021-09-01,897448,26924.1226232606,"Male","50-64","SIDIAP",24911.9358667788,29055.5642259693
"First negative test",4655,959,2021-09-01,787330,44458.4862764025,"Female","65-79","SIDIAP",41688.8481045385,47363.7624160385
"First negative test",4052,699,2021-09-01,700297,36432.3993962562,"Male","65-79","SIDIAP",33781.2693037571,39236.3041258539
"First negative test",3636,512,2021-10-01,549636,34000.6840891062,"Female","<=34","SIDIAP",31118.9729349394,37077.4565651225
"First negative test",4598,435,2021-10-01,708538,22408.8192870389,"Male","<=34","SIDIAP",20352.2021142813,24616.9387190674
"First negative test",2749,558,2021-10-01,403034,50534.1981073557,"Female",">=80","SIDIAP",46427.7051619773,54906.5441409697
"First negative test",1731,316,2021-10-01,255617,45122.1945332274,"Male",">=80","SIDIAP",40283.7704290438,50381.7078218419
"First negative test",4524,659,2021-10-01,685079,35110.549294315,"Female","35-49","SIDIAP",32480.6961962,37896.6312744278
"First negative test",5169,538,2021-10-01,797874,24611.6554744233,"Male","35-49","SIDIAP",22575.6322954891,26782.0040579201
"First negative test",4683,712,2021-10-01,704014,36914.038641277,"Female","50-64","SIDIAP",34252.0355089799,39727.9924146775
"First negative test",4988,593,2021-10-01,766162,28250.5527551614,"Male","50-64","SIDIAP",26022.2299194251,30618.666304128
"First negative test",5092,931,2021-10-01,757872,44838.0465302848,"Female","65-79","SIDIAP",42003.7483041259,47813.2773855065
"First negative test",4397,604,2021-10-01,665898,33107.1725699732,"Male","65-79","SIDIAP",30519.1757699695,35855.9883103858
"First negative test",3403,363,2021-11-01,430886,30749.4325645298,"Female","<=34","SIDIAP",27667.1752294949,34081.1875756937
"First negative test",4009,282,2021-11-01,515345,19973.0277775083,"Male","<=34","SIDIAP",17709.6856647542,22445.4636960725
"First negative test",2503,429,2021-11-01,308248,50798.3831200851,"Female",">=80","SIDIAP",46104.5534032999,55840.493719729
"First negative test",1640,233,2021-11-01,204740,41538.0482563251,"Male",">=80","SIDIAP",36375.3081527454,47228.1044334512
"First negative test",4714,498,2021-11-01,595487,30524.5958350056,"Female","35-49","SIDIAP",27902.1976756681,33327.0724896993
"First negative test",5561,420,2021-11-01,710850,21565.7311669129,"Male","35-49","SIDIAP",19552.316951858,23730.1969729599
"First negative test",5257,580,2021-11-01,663875,31888.5332329128,"Female","50-64","SIDIAP",29345.8070157582,34592.6130717429
"First negative test",5460,504,2021-11-01,693287,26534.4655243788,"Male","50-64","SIDIAP",24268.1689428959,28955.423904836
"First negative test",5315,705,2021-11-01,664872,38702.9383099303,"Female","65-79","SIDIAP",35898.3690463507,41668.4136562144
"First negative test",4599,492,2021-11-01,583252,30789.4357841893,"Male","65-79","SIDIAP",28128.5685635596,33634.175388198
