"cohort","n_persons","n_events","incidence_start_date","person_days","ir_100000_pys","sex","age_group","database","ir_100000_pys_95CI_lower","ir_100000_pys_95CI_upper"
"First negative test",24831,4806,2020-12-01,8184583,21432.8573612119,"Male","50-64","SIDIAP",20831.1429287606,22047.5421007306
"First negative test",22680,7191,2020-12-01,7096379,36986.6801082637,"Female","65-79","SIDIAP",36136.6946577733,37851.611670843
"First negative test",18785,4603,2020-12-01,6080095,27632.7096862796,"Male","65-79","SIDIAP",26840.1382936279,28442.7425652313
"First negative test",27300,6308,2021-01-01,8366486,27519.5583904641,"Female","<=34","SIDIAP",26844.5841814856,28207.2130650224
"First negative test",22330,3471,2021-01-01,7100691,17842.1367723226,"Male","<=34","SIDIAP",17253.4562368694,18445.780379339
"First negative test",5840,2194,2021-01-01,1721592,46515.6668943629,"Female",">=80","SIDIAP",44589.4385834555,48503.7004041597
"First negative test",3807,1281,2021-01-01,1144282,40860.9940556611,"Male",">=80","SIDIAP",38653.7575871936,43161.4225607065
"First negative test",34783,7794,2021-01-01,11082545,25669.2844468486,"Female","35-49","SIDIAP",25102.5325567522,26245.6051325573
"First negative test",25675,3933,2021-01-01,8501517,16885.7510959515,"Male","35-49","SIDIAP",16362.1056712189,17421.8897301231
"First negative test",31258,7041,2021-01-01,10095576,25456.3484044893,"Female","50-64","SIDIAP",24865.1772551432,26058.025911464
"First negative test",21424,3766,2021-01-01,7103449,19351.0222991676,"Male","50-64","SIDIAP",18737.8701477544,19979.1282744604
"First negative test",11994,3716,2021-01-01,3740217,36263.6713324387,"Female","65-79","SIDIAP",35106.9863646076,37448.757966914
"First negative test",9836,2384,2021-01-01,3164146,27500.6273414691,"Male","65-79","SIDIAP",26407.6736148243,28627.1991941155
"First negative test",16432,3697,2021-02-01,4895994,27561.4104102252,"Female","<=34","SIDIAP",26680.0589801116,28464.4587745552
"First negative test",16346,2542,2021-02-01,5080901,18261.1312442419,"Male","<=34","SIDIAP",17558.0746774247,18985.1190604851
"First negative test",4833,1796,2021-02-01,1419300,46187.55724653,"Female",">=80","SIDIAP",44075.9266195794,48374.213131561
"First negative test",3107,1039,2021-02-01,923756,41053.5899090236,"Male",">=80","SIDIAP",38594.9530578262,43627.7838051407
"First negative test",19059,4288,2021-02-01,5940390,26347.0916892662,"Female","35-49","SIDIAP",25564.3334338618,27147.7252694187
"First negative test",18893,3005,2021-02-01,6113390,17941.3549601776,"Male","35-49","SIDIAP",17305.5514655988,18594.5453076369
"First negative test",17038,4034,2021-02-01,5407417,27229.4516956987,"Female","50-64","SIDIAP",26395.5927656815,28082.9510631978
"First negative test",16306,2958,2021-02-01,5327281,20266.8115310606,"Male","50-64","SIDIAP",19542.9666052348,21010.6098476947
"First negative test",10262,3079,2021-02-01,3181007,35329.5355841719,"Female","65-79","SIDIAP",34092.534834035,36599.9488546603
"First negative test",8645,2018,2021-02-01,2770930,26582.0500698322,"Male","65-79","SIDIAP",25434.7954112702,27767.7163421987
"First negative test",12086,2668,2021-03-01,3596096,27079.9222267704,"Female","<=34","SIDIAP",26062.0201391354,28127.3932581729
"First negative test",12483,2007,2021-03-01,3889604,18833.6653294269,"Male","<=34","SIDIAP",18018.6231713407,19676.0722417783
"First negative test",4428,1631,2021-03-01,1271480,46820.6342215371,"Female",">=80","SIDIAP",44575.6828937198,49149.3657889305
"First negative test",2946,941,2021-03-01,879526,39051.1480047207,"Male",">=80","SIDIAP",36595.589067916,41628.139080391
"First negative test",15289,3521,2021-03-01,4627939,27769.7048297309,"Female","35-49","SIDIAP",26859.9505198932,28702.4161706469
"First negative test",15286,2483,2021-03-01,4841796,18718.1574771015,"Male","35-49","SIDIAP",17989.0776157702,19469.2039649356
"First negative test",11535,2894,2021-03-01,3589444,29428.2345678049,"Female","50-64","SIDIAP",28365.7297533194,30520.3555657169
"First negative test",11786,2196,2021-03-01,3800555,21090.0776333983,"Male","50-64","SIDIAP",20217.1245297529,21991.0274280091
"First negative test",9307,2810,2021-03-01,2875387,35669.9811190633,"Female","65-79","SIDIAP",34363.1877838993,37013.7486568987
"First negative test",8089,1942,2021-03-01,2570989,27570.3241048484,"Male","65-79","SIDIAP",26357.6142066473,28824.4387780966
"First negative test",13531,2675,2021-04-01,3928743,24852.096459351,"Female","<=34","SIDIAP",23919.1471452595,25812.1108828447
"First negative test",12528,1732,2021-04-01,3792895,16667.4795901284,"Male","<=34","SIDIAP",15891.6798957911,17471.3578503036
"First negative test",3700,1312,2021-04-01,1034693,46282.3272216976,"Female",">=80","SIDIAP",43811.5463558419,48856.1581040836
"First negative test",2393,701,2021-04-01,689864,37089.1943919381,"Male",">=80","SIDIAP",34394.0506370576,39939.4205198468
"First negative test",13951,2784,2021-04-01,4076025,24930.1709385983,"Female","35-49","SIDIAP",24012.622309372,25873.803379887
"First negative test",14146,1971,2021-04-01,4291687,16762.9885404038,"Male","35-49","SIDIAP",16031.0347852144,17519.7449589522
"First negative test",11357,2592,2021-04-01,3380363,27987.5267833662,"Female","50-64","SIDIAP",26920.3449842473,29086.1675638573
"First negative test",11570,1916,2021-04-01,3558751,19651.2765293217,"Male","50-64","SIDIAP",18781.1150604025,20551.3520531977
"First negative test",8690,2424,2021-04-01,2583398,34247.9168908546,"Female","65-79","SIDIAP",32897.9708947532,35639.0360005941
"First negative test",7319,1676,2021-04-01,2221396,27538.5388287365,"Male","65-79","SIDIAP",26235.7554238791,28889.2708372457
"First negative test",8729,1625,2021-05-01,2340800,25338.5594668489,"Female","<=34","SIDIAP",24121.4151702035,26601.2123297306
"First negative test",9008,1116,2021-05-01,2530052,16100.0643465036,"Male","<=34","SIDIAP",15169.2113025319,17073.0941236384
"First negative test",3232,1003,2021-05-01,852861,42925.5177572899,"Female",">=80","SIDIAP",40309.7612381135,45666.4607086334
"First negative test",2225,624,2021-05-01,594417,38316.5353615391,"Male",">=80","SIDIAP",35368.7437024989,41444.44676818
"First negative test",11147,2107,2021-05-01,2991520,25707.8341445152,"Female","35-49","SIDIAP",24621.7417581953,26829.5000875995
"First negative test",11517,1484,2021-05-01,3227577,16782.2487271411,"Male","35-49","SIDIAP",15939.1604067877,17658.3547684826
"First negative test",9163,1857,2021-05-01,2535569,26731.8696513485,"Female","50-64","SIDIAP",25529.7348744465,27975.9947924815
"First negative test",9634,1518,2021-05-01,2727129,20316.9707043561,"Male","50-64","SIDIAP",19307.6582127929,21365.3564803352
"First negative test",7442,1961,2021-05-01,2041428,35061.976224486,"Female","65-79","SIDIAP",33527.1442720151,36648.9517283619
"First negative test",6272,1318,2021-05-01,1752845,27445.0964004233,"Male","65-79","SIDIAP",25983.2349171364,28967.7873758332
"First negative test",8346,1252,2021-06-01,2023861,22579.6139161731,"Female","<=34","SIDIAP",21346.0554373831,23865.8679113905
"First negative test",8799,893,2021-06-01,2213006,14728.6089599396,"Male","<=34","SIDIAP",13778.3089525175,15727.1842915268
"First negative test",2584,716,2021-06-01,621992,42016.6175770749,"Female",">=80","SIDIAP",38994.9667306716,45210.2508051025
"First negative test",1860,471,2021-06-01,455829,37714.8009450913,"Male",">=80","SIDIAP",34385.2262107478,41279.723543885
"First negative test",8588,1324,2021-06-01,2099528,23017.5544217557,"Female","35-49","SIDIAP",21794.2687611206,24291.6237802991
"First negative test",9338,1024,2021-06-01,2359589,15840.0467200008,"Male","35-49","SIDIAP",14884.5950028439,16840.7411149358
"First negative test",6957,1271,2021-06-01,1743291,26611.449264638,"Female","50-64","SIDIAP",25168.3816761109,28115.6897765362
"First negative test",7473,992,2021-06-01,1919020,18867.9638565518,"Male","50-64","SIDIAP",17711.9487320562,20079.6187233561
"First negative test",5714,1349,2021-06-01,1434390,34327.1355767957,"Female","65-79","SIDIAP",32519.5481403262,36209.0488549345
"First negative test",5086,916,2021-06-01,1306568,25589.1771419474,"Male","65-79","SIDIAP",23958.6627666471,27301.4463873391
"First negative test",15387,2032,2021-07-01,3389688,21880.4798553731,"Female","<=34","SIDIAP",20939.3634219245,22852.9953920743
"First negative test",16373,1487,2021-07-01,3738581,14517.6739516945,"Male","<=34","SIDIAP",13789.0775125689,15274.774871009
"First negative test",3110,733,2021-07-01,681707,39246.3331020512,"Female",">=80","SIDIAP",36456.2239022876,42193.3369746824
"First negative test",1994,408,2021-07-01,445888,33398.5216018372,"Male",">=80","SIDIAP",30235.9896588422,36801.9237312406
"First negative test",13500,1903,2021-07-01,2963344,23439.5669216939,"Female","35-49","SIDIAP",22398.1602515804,24516.8990330124
"First negative test",14079,1328,2021-07-01,3209906,15100.7537292369,"Male","35-49","SIDIAP",14299.4055441257,15935.3178020424
"First negative test",10329,1610,2021-07-01,2341669,25095.3486594391,"Female","50-64","SIDIAP",23884.353476188,26351.8372345341
"First negative test",10009,1110,2021-07-01,2319147,17469.7852270684,"Male","50-64","SIDIAP",16457.0537604945,18528.5297108959
"First negative test",6172,1197,2021-07-01,1405087,31094.5158556018,"Female","65-79","SIDIAP",29357.7389761042,32907.2110562179
"First negative test",5114,842,2021-07-01,1178029,26088.4918792322,"Male","65-79","SIDIAP",24355.8774643065,27911.8249964839
"First negative test",6354,714,2021-08-01,1241968,20983.6324285328,"Female","<=34","SIDIAP",19472.5090028804,22580.88812039
"First negative test",6544,525,2021-08-01,1325625,14455.4455445545,"Male","<=34","SIDIAP",13245.2110989128,15746.5424615229
"First negative test",2586,580,2021-08-01,503941,42008.8859608565,"Female",">=80","SIDIAP",38659.1835801938,45571.1502001292
"First negative test",1616,303,2021-08-01,323212,34217.4795490266,"Male",">=80","SIDIAP",30472.7448620621,38295.3688115858
"First negative test",6606,832,2021-08-01,1299156,23375.1758834197,"Female","35-49","SIDIAP",21813.6199626576,25018.9981686801
"First negative test",7247,641,2021-08-01,1457260,16055.1308620287,"Male","35-49","SIDIAP",14836.1310371893,17347.5883212389
"First negative test",5648,786,2021-08-01,1139571,25175.2633227767,"Female","50-64","SIDIAP",23445.801285937,26998.543495025
"First negative test",5971,616,2021-08-01,1227490,18317.0534994175,"Male","50-64","SIDIAP",16898.9371734277,19822.4006187929
"First negative test",4234,695,2021-08-01,860531,29478.8915216302,"Female","65-79","SIDIAP",27327.7097253423,31754.4049041918
"First negative test",3631,489,2021-08-01,746722,23902.4697276898,"Male","65-79","SIDIAP",21830.600772409,26117.9647591045
"First negative test",3977,356,2021-09-01,709160,18323.0864684979,"Female","<=34","SIDIAP",16468.9301400932,20328.8619891124
"First negative test",4450,271,2021-09-01,808820,12229.544274375,"Male","<=34","SIDIAP",10816.7045157954,13775.65819933
"First negative test",2476,446,2021-09-01,440460,36959.0882259456,"Female",">=80","SIDIAP",33608.1770783892,40553.6631165924
"First negative test",1779,266,2021-09-01,318657,30468.4974753418,"Male",">=80","SIDIAP",26916.6709937925,34358.6667900221
"First negative test",4969,501,2021-09-01,879473,20792.5655477769,"Female","35-49","SIDIAP",19011.4919241135,22695.5641090183
"First negative test",5695,385,2021-09-01,1035552,13570.0573220852,"Male","35-49","SIDIAP",12248.2443855535,14995.6336266736
"First negative test",4569,485,2021-09-01,829726,21335.356491179,"Female","50-64","SIDIAP",19478.568076785,23321.4107478165
"First negative test",5093,402,2021-09-01,935281,15688.3332388876,"Male","50-64","SIDIAP",14192.0252881613,17299.4880502128
"First negative test",4655,574,2021-09-01,845840,24769.4599451433,"Female","65-79","SIDIAP",22784.3141892491,26881.257480004
"First negative test",4052,429,2021-09-01,740275,21152.2744925872,"Male","65-79","SIDIAP",19197.7797135664,23251.7922503381
"First negative test",3636,315,2021-10-01,572122,20096.2382149262,"Female","<=34","SIDIAP",17938.0112365112,22442.6093350756
"First negative test",4598,223,2021-10-01,731995,11119.611472756,"Male","<=34","SIDIAP",9707.96170186872,12678.8214145005
"First negative test",2749,346,2021-10-01,429000,29438.2284382284,"Female",">=80","SIDIAP",26417.7244828876,32709.4318382475
"First negative test",1731,199,2021-10-01,270427,26859.3742488731,"Male",">=80","SIDIAP",23257.0167341044,30861.6599900918
"First negative test",4524,395,2021-10-01,714718,20172.2917290456,"Female","35-49","SIDIAP",18231.7741850451,22263.1196791352
"First negative test",5169,317,2021-10-01,823643,14047.9552427447,"Male","35-49","SIDIAP",12543.9121212155,15682.6792803406
"First negative test",4683,394,2021-10-01,741243,19401.1950197169,"Female","50-64","SIDIAP",17532.5479732966,21414.7767144722
"First negative test",4988,340,2021-10-01,795329,15603.6055519163,"Male","50-64","SIDIAP",13988.9215064515,17353.5366795092
"First negative test",5092,563,2021-10-01,802144,25618.2181752902,"Female","65-79","SIDIAP",23545.5083696627,27824.4962517325
"First negative test",4397,339,2021-10-01,697574,17737.903075516,"Male","65-79","SIDIAP",15899.7278176423,19730.2823106498
"First negative test",3403,155,2021-11-01,447253,12649.440026115,"Female","<=34","SIDIAP",10736.4490466213,14804.9786757554
"First negative test",4009,123,2021-11-01,527102,8517.32681720047,"Male","<=34","SIDIAP",7078.73129887391,10162.3771154823
"First negative test",2503,206,2021-11-01,326679,23016.4779493019,"Female",">=80","SIDIAP",19980.5384668651,26383.345837566
"First negative test",1640,119,2021-11-01,214526,20246.9630720752,"Male",">=80","SIDIAP",16772.9301217305,24228.507087081
"First negative test",4714,256,2021-11-01,614869,15196.7329626311,"Female","35-49","SIDIAP",13392.0142938323,17176.8662427511
"First negative test",5561,177,2021-11-01,730011,8849.86664584506,"Male","35-49","SIDIAP",7594.08967095481,10253.9992977206
"First negative test",5257,276,2021-11-01,687451,14654.1353492831,"Female","50-64","SIDIAP",12976.1244086328,16488.9225037767
"First negative test",5460,223,2021-11-01,715474,11376.3742637748,"Male","50-64","SIDIAP",9932.12810802265,12971.5879001994
"First negative test",5315,338,2021-11-01,694518,17763.3985008308,"Female","65-79","SIDIAP",15919.9349486666,19761.7485629559
"First negative test",4599,236,2021-11-01,603057,14283.890245864,"Male","65-79","SIDIAP",12519.4975212052,16227.2843345684
