"cohort","n_persons","n_events","incidence_start_date","person_days","ir_100000_pys","sex","age_group","database","ir_100000_pys_95CI_lower","ir_100000_pys_95CI_upper"
"First infection",2083,538,2020-12-01,667298,29427.6320324653,"Male","65-79","SIDIAP",26993.2025004287,32022.671588569
"First infection",7953,2198,2021-01-01,2473790,32430.8045549541,"Female","<=34","SIDIAP",31089.0444945107,33815.5765899017
"First infection",6830,1177,2021-01-01,2257586,19029.3968867631,"Male","<=34","SIDIAP",17957.6517532424,20148.3962351159
"First infection",2712,969,2021-01-01,798704,44282.362427132,"Female",">=80","SIDIAP",41537.7401278853,47160.6837218699
"First infection",1399,480,2021-01-01,415034,42213.4090219115,"Male",">=80","SIDIAP",38520.9831334709,46164.2797968196
"First infection",9282,2506,2021-01-01,2928678,31232.1805265038,"Female","35-49","SIDIAP",30021.2148310903,32479.4611214427
"First infection",7809,1364,2021-01-01,2611465,19064.3948894586,"Male","35-49","SIDIAP",18065.9690298288,20103.6433481466
"First infection",8211,2299,2021-01-01,2596143,32322.3720727248,"Female","50-64","SIDIAP",31014.4980524919,33671.2245738391
"First infection",7197,1367,2021-01-01,2383625,20932.6131417484,"Male","50-64","SIDIAP",19837.5338695174,22072.4165468369
"First infection",4041,1260,2021-01-01,1260860,36475.1042938946,"Female","65-79","SIDIAP",34488.6615322351,38546.1275524303
"First infection",3501,900,2021-01-01,1113278,29507.454562113,"Male","65-79","SIDIAP",27610.908617691,31499.9594391182
"First infection",3453,930,2021-02-01,1067661,31793.799717326,"Female","<=34","SIDIAP",29782.9905253981,33904.6495730069
"First infection",2948,499,2021-02-01,967365,18827.9501532514,"Male","<=34","SIDIAP",17212.0075334162,20554.7432051012
"First infection",943,340,2021-02-01,280820,44192.0091161598,"Female",">=80","SIDIAP",39618.9550345579,49148.1054546592
"First infection",518,173,2021-02-01,155050,40725.5723960013,"Male",">=80","SIDIAP",34882.8648053474,47266.9562362135
"First infection",4309,1107,2021-02-01,1356795,29780.1067957945,"Female","35-49","SIDIAP",28051.4374649381,31587.4264434211
"First infection",3807,618,2021-02-01,1267404,17797.7977030213,"Male","35-49","SIDIAP",16422.0690154617,19258.0082309973
"First infection",3290,863,2021-02-01,1038506,30331.553212018,"Female","50-64","SIDIAP",28341.3864232736,32424.6119442518
"First infection",3383,627,2021-02-01,1119141,20449.1659227926,"Male","50-64","SIDIAP",18879.6508617795,22114.3466740068
"First infection",1667,512,2021-02-01,520519,35902.6279540228,"Female","65-79","SIDIAP",32859.7184887935,39151.5101593365
"First infection",1413,366,2021-02-01,447796,29832.7809984904,"Male","65-79","SIDIAP",26854.3634816733,33051.2575662126
"First infection",2811,678,2021-03-01,869322,28467.0122233189,"Female","<=34","SIDIAP",26364.2863075454,30692.8331514886
"First infection",2804,435,2021-03-01,924281,17178.2174468587,"Male","<=34","SIDIAP",15601.6499112809,18870.9240221649
"First infection",666,276,2021-03-01,192646,52292.8064948143,"Female",">=80","SIDIAP",46304.8789013996,58840.1849202361
"First infection",427,128,2021-03-01,129463,36087.5308003059,"Male",">=80","SIDIAP",30106.9624215794,42908.1920967865
"First infection",3691,939,2021-03-01,1153916,29701.9020448629,"Female","35-49","SIDIAP",27832.2734190545,31664.088491577
"First infection",3442,565,2021-03-01,1137677,18126.8497121767,"Male","35-49","SIDIAP",16662.7921962042,19685.0800342962
"First infection",3001,809,2021-03-01,949534,31097.8859103518,"Female","50-64","SIDIAP",28991.6092971892,33316.7366461673
"First infection",3038,554,2021-03-01,1002075,20179.1283087593,"Male","50-64","SIDIAP",18533.5553639592,21931.6327623602
"First infection",1519,493,2021-03-01,468308,38424.4984070313,"Female","65-79","SIDIAP",35107.0915361451,41970.9048609626
"First infection",1311,318,2021-03-01,421827,27516.0196004523,"Male","65-79","SIDIAP",24574.5233132167,30712.6709592633
"First infection",3543,782,2021-04-01,1056087,27027.1293936958,"Female","<=34","SIDIAP",25165.7919108665,28989.7024961373
"First infection",3450,495,2021-04-01,1077781,16763.6096758061,"Male","<=34","SIDIAP",15319.1720970386,18307.5472005974
"First infection",586,198,2021-04-01,166180,43488.987844506,"Female",">=80","SIDIAP",37642.1086846632,49986.7157154855
"First infection",380,114,2021-04-01,111333,37374.3633962976,"Male",">=80","SIDIAP",30829.2409879992,44898.036089722
"First infection",4290,1057,2021-04-01,1275916,30237.4921233059,"Female","35-49","SIDIAP",28441.8638541027,32116.7758613785
"First infection",4003,602,2021-04-01,1258714,17456.7058124403,"Male","35-49","SIDIAP",16089.8915855705,18908.6000516729
"First infection",3329,773,2021-04-01,1016923,27744.9718415259,"Female","50-64","SIDIAP",25823.3044591543,29771.7812272171
"First infection",3456,630,2021-04-01,1085605,21181.7373722487,"Male","50-64","SIDIAP",19559.7942379372,22902.2966900354
"First infection",1719,520,2021-04-01,514173,36913.6457962592,"Female","65-79","SIDIAP",33808.6760838873,40227.107003543
"First infection",1600,396,2021-04-01,486119,29733.4603255581,"Male","65-79","SIDIAP",26876.7075267731,32811.2028820443
"First infection",1927,392,2021-05-01,532512,26868.8780722312,"Female","<=34","SIDIAP",24274.547581564,29664.9623242362
"First infection",1783,231,2021-05-01,517149,16303.8118607983,"Male","<=34","SIDIAP",14268.9612138183,18547.4468792895
"First infection",167,52,2021-05-01,44673,42486.5131063506,"Female",">=80","SIDIAP",31730.9599581796,55715.401019853
"First infection",111,37,2021-05-01,29078,46444.0470458766,"Male",">=80","SIDIAP",32700.8940956238,64017.0018891335
"First infection",2356,485,2021-05-01,653954,27069.9468158311,"Female","35-49","SIDIAP",24714.0844403101,29589.8195502173
"First infection",2300,343,2021-05-01,660936,18942.0760860356,"Male","35-49","SIDIAP",16990.2784780487,21056.6093100192
"First infection",1531,316,2021-05-01,434214,26562.9390116394,"Female","50-64","SIDIAP",23714.6120248562,29659.1565640347
"First infection",1617,239,2021-05-01,471467,18502.8856738648,"Male","50-64","SIDIAP",16231.2634523837,21003.4393694238
"First infection",659,175,2021-05-01,185031,34521.2423864109,"Female","65-79","SIDIAP",29595.9162792301,40031.9528485965
"First infection",599,131,2021-05-01,171738,27841.828832291,"Male","65-79","SIDIAP",23278.4934974422,33038.2538839708
"First infection",4929,833,2021-06-01,1200605,25324.3156575227,"Female","<=34","SIDIAP",23633.5475791675,27104.1022499684
"First infection",5839,627,2021-06-01,1480210,15460.9818877051,"Male","<=34","SIDIAP",14274.3200931644,16719.9735517897
"First infection",95,27,2021-06-01,22549,43704.8206128875,"Female",">=80","SIDIAP",28801.7519148356,63588.2528276672
"First infection",58,18,2021-06-01,13805,47591.4523723289,"Male",">=80","SIDIAP",28205.6521330296,75215.0517706309
"First infection",2013,377,2021-06-01,502210,27399.8924752594,"Female","35-49","SIDIAP",24703.5255311892,30310.2548666505
"First infection",2079,262,2021-06-01,537236,17800.3707867678,"Male","35-49","SIDIAP",15710.0311178795,20091.4261259756
"First infection",937,191,2021-06-01,235215,29638.8410603065,"Female","50-64","SIDIAP",25584.3699601725,34153.3274735847
"First infection",868,122,2021-06-01,227126,19605.8575416289,"Male","50-64","SIDIAP",16281.4796954406,23409.4204204417
"First infection",296,67,2021-06-01,74538,32808.7686817462,"Female","65-79","SIDIAP",25426.3495180064,41665.9763599894
"First infection",267,58,2021-06-01,68486,30911.4271529948,"Male","65-79","SIDIAP",23472.343011405,39960.2018154268
"First infection",25201,4258,2021-07-01,5748585,27035.6966105572,"Female","<=34","SIDIAP",26229.6768718633,27860.1884115295
"First infection",27523,2867,2021-07-01,6572641,15921.3777232014,"Male","<=34","SIDIAP",15343.8615150483,16515.0683174239
"First infection",1489,371,2021-07-01,322190,42029.5477823644,"Female",">=80","SIDIAP",37861.0685334559,46531.6348205483
"First infection",915,220,2021-07-01,201223,39905.9749631006,"Male",">=80","SIDIAP",34806.6190810234,45542.1938232448
"First infection",13198,2368,2021-07-01,2980662,28997.5851002227,"Female","35-49","SIDIAP",27841.2904086343,30189.5682110372
"First infection",12394,1388,2021-07-01,2929408,17294.2792536922,"Male","35-49","SIDIAP",16396.316614299,18228.6309695593
"First infection",6626,1276,2021-07-01,1512884,30784.9114671052,"Female","50-64","SIDIAP",29118.7567992822,32521.5540783483
"First infection",5378,727,2021-07-01,1270615,20883.9813790959,"Male","50-64","SIDIAP",19393.2916493384,22458.8520773318
"First infection",2860,595,2021-07-01,654861,33163.5263055824,"Female","65-79","SIDIAP",30551.9919982061,35938.6065860845
"First infection",2424,419,2021-07-01,563807,27125.4170310053,"Male","65-79","SIDIAP",24589.9949116764,29851.2892056713
"First infection",4547,774,2021-08-01,928114,30439.148639068,"Female","<=34","SIDIAP",28332.2156342809,32661.2835106488
"First infection",4240,381,2021-08-01,902346,15411.494038872,"Male","<=34","SIDIAP",13902.6565322399,17039.4226067445
"First infection",924,205,2021-08-01,180120,41541.7499444815,"Female",">=80","SIDIAP",36049.403207907,47634.3255087667
"First infection",525,104,2021-08-01,106523,35635.4965594285,"Male",">=80","SIDIAP",29116.7725968994,43178.3692369004
"First infection",4071,698,2021-08-01,829716,30705.6872472027,"Female","35-49","SIDIAP",28469.7113794456,33070.6090503099
"First infection",3551,339,2021-08-01,757560,16333.3597338825,"Male","35-49","SIDIAP",14640.7370144464,18167.9760712937
"First infection",2566,430,2021-08-01,531173,29547.8121064135,"Female","50-64","SIDIAP",26820.6593408084,32477.073988264
"First infection",2212,281,2021-08-01,470116,21816.9558151605,"Male","50-64","SIDIAP",19340.3970616182,24522.7275876737
"First infection",1515,258,2021-08-01,318070,29606.6903511806,"Female","65-79","SIDIAP",26103.9094897463,33448.5426599889
"First infection",1292,181,2021-08-01,274435,24073.0956328457,"Male","65-79","SIDIAP",20693.6776371245,27847.0395416188
"First infection",910,126,2021-09-01,165351,27813.5602445706,"Female","<=34","SIDIAP",23169.4384229745,33115.5869617563
"First infection",806,55,2021-09-01,151132,13283.0902786968,"Male","<=34","SIDIAP",10006.6451641944,17289.7751191423
"First infection",226,40,2021-09-01,40482,36065.4117879551,"Female",">=80","SIDIAP",25765.6588955397,49110.8512448958
"First infection",168,20,2021-09-01,30689,23787.0246668187,"Male",">=80","SIDIAP",14529.7602418047,36737.130350192
"First infection",1152,146,2021-09-01,210351,25333.8467608901,"Female","35-49","SIDIAP",21391.2342748051,29792.5734720997
"First infection",1058,88,2021-09-01,196922,16311.0267009273,"Male","35-49","SIDIAP",13081.920315352,20095.6410221815
"First infection",827,118,2021-09-01,152740,28198.2453843132,"Female","50-64","SIDIAP",23340.4330104822,33768.9531206954
"First infection",738,65,2021-09-01,138706,17104.5232361974,"Male","50-64","SIDIAP",13200.9077652896,21801.1180560615
"First infection",463,55,2021-09-01,86372,23242.4859908304,"Female","65-79","SIDIAP",17509.4277885776,30253.3030763004
"First infection",441,44,2021-09-01,83119,19321.6954005703,"Male","65-79","SIDIAP",14039.1725846957,25938.4742255832
"First infection",473,37,2021-10-01,74549,18115.6018189379,"Female","<=34","SIDIAP",12755.0550445016,24969.9711724131
"First infection",401,24,2021-10-01,63529,13788.9782618961,"Male","<=34","SIDIAP",8834.86138692272,20516.9067170927
"First infection",149,19,2021-10-01,23516,29490.5596189828,"Female",">=80","SIDIAP",17755.2867713816,46053.1636852822
"First infection",112,13,2021-10-01,17546,27043.200729511,"Male",">=80","SIDIAP",14399.363721877,46244.663845362
"First infection",757,73,2021-10-01,119029,22385.301061086,"Female","35-49","SIDIAP",17546.5026209487,28146.155977891
"First infection",749,41,2021-10-01,119592,12513.3788213258,"Male","35-49","SIDIAP",8979.81661922126,16975.8113027055
"First infection",584,43,2021-10-01,92271,17009.6780136771,"Female","50-64","SIDIAP",12309.9876570721,22911.9321852358
"First infection",589,52,2021-10-01,92977,20413.6506878045,"Male","50-64","SIDIAP",15245.8906418981,26769.782954493
"First infection",400,55,2021-10-01,62653,32041.5622555983,"Female","65-79","SIDIAP",24138.0986856978,41706.5151438274
"First infection",365,25,2021-10-01,57959,15743.8879207716,"Male","65-79","SIDIAP",10188.6153158993,23241.0856116491
"First infection",1374,74,2021-11-01,176557,15298.1756599852,"Female","<=34","SIDIAP",12012.3621996166,19205.4587527201
"First infection",1068,37,2021-11-01,137491,9822.46110654516,"Male","<=34","SIDIAP",6915.91884932504,13538.9689574752
"First infection",342,18,2021-11-01,44018,14925.7122086419,"Female",">=80","SIDIAP",8845.90457759266,23589.0724179554
"First infection",245,21,2021-11-01,31425,24391.4081145585,"Male",">=80","SIDIAP",15098.6956314444,37284.857573286
"First infection",2663,144,2021-11-01,341174,15405.628799381,"Female","35-49","SIDIAP",12992.2323003037,18137.2942428939
"First infection",2355,76,2021-11-01,302885,9158.59154464566,"Male","35-49","SIDIAP",7215.92767240594,11463.3430329531
"First infection",1745,93,2021-11-01,223493,15188.3951622646,"Female","50-64","SIDIAP",12258.9923489534,18606.8061669309
"First infection",1614,54,2021-11-01,207780,9485.99480219463,"Male","50-64","SIDIAP",7126.17642962772,12377.1615540372
"First infection",1100,62,2021-11-01,140996,16050.1007120769,"Female","65-79","SIDIAP",12305.5201199376,20575.5030148747
"First infection",1011,54,2021-11-01,129640,15203.640851589,"Male","65-79","SIDIAP",11421.4512384144,19837.4469893386
