"cohort","n_persons","n_events","incidence_start_date","person_days","ir_100000_pys","sex","age_group","database","ir_100000_pys_95CI_lower","ir_100000_pys_95CI_upper"
"First infection",2083,648,2020-12-01,623916,37908.9492816341,"Male","65-79","SIDIAP",35045.9618228194,40943.4974748991
"First infection",7953,2587,2021-01-01,2320648,40689.2816144456,"Female","<=34","SIDIAP",39136.2898748063,42288.0982490362
"First infection",6830,1399,2021-01-01,2181097,23411.842756191,"Male","<=34","SIDIAP",22200.9656956123,24671.5915292176
"First infection",2712,1115,2021-01-01,735847,55307.0135503712,"Female",">=80","SIDIAP",52107.9306392505,58651.1097906087
"First infection",1399,563,2021-01-01,378456,54298.253958188,"Male",">=80","SIDIAP",49905.109882456,58974.498280777
"First infection",9282,3021,2021-01-01,2718796,40557.1068958465,"Female","35-49","SIDIAP",39123.6263158451,42029.6823494219
"First infection",7809,1648,2021-01-01,2504792,24014.768491755,"Male","35-49","SIDIAP",22869.1926202472,25202.8711671898
"First infection",8211,2754,2021-01-01,2410678,41698.2276355449,"Female","50-64","SIDIAP",40155.2766778843,43285.283170682
"First infection",7197,1661,2021-01-01,2270773,26698.6176073082,"Male","50-64","SIDIAP",25429.9474845073,28014.1950902187
"First infection",4041,1468,2021-01-01,1168141,45869.4626761667,"Female","65-79","SIDIAP",43552.7603865979,48277.3972595342
"First infection",3501,1076,2021-01-01,1043408,37640.1177679297,"Male","65-79","SIDIAP",35424.4137678477,39958.1094663134
"First infection",3453,1095,2021-02-01,1005546,39747.0627897679,"Female","<=34","SIDIAP",37427.4143069176,42172.8405262606
"First infection",2948,593,2021-02-01,935719,23131.4101776281,"Male","<=34","SIDIAP",21306.8706732754,25070.4096132528
"First infection",943,397,2021-02-01,256429,56508.8192053161,"Female",">=80","SIDIAP",51086.1932987232,62350.3723591984
"First infection",518,200,2021-02-01,141836,51467.8924955583,"Male",">=80","SIDIAP",44581.7127020117,59116.5238017852
"First infection",4309,1334,2021-02-01,1270933,38311.2249032797,"Female","35-49","SIDIAP",36282.6872989336,40423.6518042243
"First infection",3807,739,2021-02-01,1220854,22093.9604571882,"Male","35-49","SIDIAP",20529.523793674,23746.0004271968
"First infection",3290,1048,2021-02-01,964344,39666.3431306671,"Female","50-64","SIDIAP",37300.8521455649,42142.5227566329
"First infection",3383,759,2021-02-01,1071267,25860.4997633643,"Male","50-64","SIDIAP",24053.2080425379,27767.6109999164
"First infection",1667,601,2021-02-01,480425,45660.6129989072,"Female","65-79","SIDIAP",42082.5944903108,49461.5437280613
"First infection",1413,436,2021-02-01,421014,37799.2180782587,"Male","65-79","SIDIAP",34333.9989306725,41519.4006435774
"First infection",2811,816,2021-03-01,819845,36328.8182522306,"Female","<=34","SIDIAP",33878.6396449398,38909.3717829229
"First infection",2804,536,2021-03-01,892891,21910.8491406006,"Male","<=34","SIDIAP",20094.9476035698,23846.785420094
"First infection",666,315,2021-03-01,174536,65874.6619608562,"Female",">=80","SIDIAP",58800.080583119,73565.9722808023
"First infection",427,171,2021-03-01,114203,54652.679877061,"Male",">=80","SIDIAP",46768.0001152776,63486.0698996116
"First infection",3691,1141,2021-03-01,1074229,38768.7355303199,"Female","35-49","SIDIAP",36551.5832077989,41085.2112589532
"First infection",3442,709,2021-03-01,1087543,23795.3809642469,"Male","35-49","SIDIAP",22075.8524424741,25613.2763396215
"First infection",3001,972,2021-03-01,882220,40214.4589784861,"Female","50-64","SIDIAP",37725.7535781534,42824.2046686276
"First infection",3038,692,2021-03-01,951368,26549.1376628182,"Male","50-64","SIDIAP",24607.6350168274,28603.1035147449
"First infection",1519,592,2021-03-01,427824,50506.750439433,"Female","65-79","SIDIAP",46519.6282123885,54744.2175844968
"First infection",1311,403,2021-03-01,390357,37682.1729852417,"Male","65-79","SIDIAP",34092.5059017004,41547.0033368212
"First infection",3543,940,2021-04-01,1000840,34281.2037888174,"Female","<=34","SIDIAP",32124.4539909173,36544.6672836896
"First infection",3450,613,2021-04-01,1041533,21482.276605734,"Male","<=34","SIDIAP",19815.1242688017,23252.2374044078
"First infection",586,240,2021-04-01,149120,58744.635193133,"Female",">=80","SIDIAP",51547.0290644316,66666.0134428957
"First infection",380,143,2021-04-01,99426,52496.328928047,"Male",">=80","SIDIAP",44244.9613885635,61839.9179849073
"First infection",4290,1273,2021-04-01,1195711,38859.306303948,"Female","35-49","SIDIAP",36753.7032609793,41054.0959066776
"First infection",4003,729,2021-04-01,1212235,21949.9519482609,"Male","35-49","SIDIAP",20385.284666579,23602.8527765679
"First infection",3329,943,2021-04-01,952780,36125.3384831755,"Female","50-64","SIDIAP",33856.1273379665,38506.644235543
"First infection",3456,768,2021-04-01,1033382,27126.4643665169,"Male","50-64","SIDIAP",25241.6396415609,29114.7606117931
"First infection",1719,615,2021-04-01,476301,47128.8114028734,"Female","65-79","SIDIAP",43477.1675085303,51005.2628940589
"First infection",1600,481,2021-04-01,453682,38697.8103605609,"Male","65-79","SIDIAP",35316.3353783131,42315.7103509234
"First infection",1927,491,2021-05-01,504673,35511.1131366251,"Female","<=34","SIDIAP",32439.1389260624,38795.5923511867
"First infection",1783,287,2021-05-01,501393,20892.7926795946,"Male","<=34","SIDIAP",18545.3136373335,23455.1425209966
"First infection",167,62,2021-05-01,41041,55139.9819692503,"Female",">=80","SIDIAP",42275.5077807734,70686.9623811621
"First infection",111,43,2021-05-01,26845,58465.2635500093,"Male",">=80","SIDIAP",42311.5988491598,78752.3521945946
"First infection",2356,594,2021-05-01,618356,35062.3265562233,"Female","35-49","SIDIAP",32298.9916128715,37998.8644833054
"First infection",2300,401,2021-05-01,642933,22765.2025949827,"Male","35-49","SIDIAP",20591.2857188872,25106.1917367712
"First infection",1531,403,2021-05-01,406744,36164.0245461519,"Female","50-64","SIDIAP",32718.9788325582,39873.1476839278
"First infection",1617,299,2021-05-01,452459,24120.4175405948,"Male","50-64","SIDIAP",21463.6131971821,27015.2367702552
"First infection",659,219,2021-05-01,170150,46979.1360564208,"Female","65-79","SIDIAP",40962.7242394396,53630.484909443
"First infection",599,159,2021-05-01,162481,35718.0224149285,"Male","65-79","SIDIAP",30381.9156683184,41721.5593065507
"First infection",4929,1015,2021-06-01,1156499,32034.1824765953,"Female","<=34","SIDIAP",30093.5060479575,34067.1708012336
"First infection",5839,789,2021-06-01,1444188,19940.9633648805,"Male","<=34","SIDIAP",18573.6420042631,21382.312383925
"First infection",95,36,2021-06-01,20543,63963.3938567882,"Female",">=80","SIDIAP",44799.1231807881,88552.3021821043
"First infection",58,21,2021-06-01,13156,58262.3897841289,"Male",">=80","SIDIAP",36065.4081953589,89060.2500182816
"First infection",2013,454,2021-06-01,481902,34386.6595282858,"Female","35-49","SIDIAP",31295.9188407945,37700.0796950282
"First infection",2079,337,2021-06-01,518613,23718.0710857614,"Male","35-49","SIDIAP",21253.0902803883,26390.4787706372
"First infection",937,239,2021-06-01,222111,39275.4073413744,"Female","50-64","SIDIAP",34453.5168726673,44583.2423841419
"First infection",868,148,2021-06-01,219703,24587.7389020632,"Male","50-64","SIDIAP",20786.0784772568,28883.4553918039
"First infection",296,81,2021-06-01,70063,42197.7363230236,"Female","65-79","SIDIAP",33511.0989068248,52447.9334744337
"First infection",267,70,2021-06-01,64633,39530.8897931397,"Male","65-79","SIDIAP",30816.2665781211,49944.9010929894
"First infection",25201,5569,2021-07-01,5465607,37190.4712504942,"Female","<=34","SIDIAP",36220.0443449073,38180.3140499704
"First infection",27523,3768,2021-07-01,6379247,21559.284348137,"Male","<=34","SIDIAP",20876.3415734696,22258.8785505657
"First infection",1489,484,2021-07-01,297104,59460.6602401853,"Female",">=80","SIDIAP",54280.6548376272,65001.6734367405
"First infection",915,295,2021-07-01,184817,58260.3331944572,"Male",">=80","SIDIAP",51801.0259461853,65302.4133844305
"First infection",13198,3066,2021-07-01,2826813,39588.3986666256,"Female","35-49","SIDIAP",38199.371918499,41015.0248691043
"First infection",12394,1861,2021-07-01,2828771,24012.7249607692,"Male","35-49","SIDIAP",22934.0182547254,25129.0694181101
"First infection",6626,1679,2021-07-01,1421821,43102.1204497613,"Female","50-64","SIDIAP",41064.8612047701,45214.292121241
"First infection",5378,978,2021-07-01,1216422,29345.9013401599,"Male","50-64","SIDIAP",27535.2965477054,31244.2887216587
"First infection",2860,785,2021-07-01,609337,47022.4194493359,"Female","65-79","SIDIAP",43790.1056585636,50430.191619502
"First infection",2424,556,2021-07-01,534080,37998.0527261833,"Male","65-79","SIDIAP",34904.837058686,41291.8948944506
"First infection",4547,1087,2021-08-01,869778,45615.6628473013,"Female","<=34","SIDIAP",42943.8894640637,48410.1356350587
"First infection",4240,553,2021-08-01,871679,23155.8865132692,"Male","<=34","SIDIAP",21265.8938744795,25168.8083448315
"First infection",924,289,2021-08-01,163464,64531.0282386336,"Female",">=80","SIDIAP",57304.8116355568,72416.2744133466
"First infection",525,152,2021-08-01,97391,56966.2494481009,"Male",">=80","SIDIAP",48270.1169552497,66776.5266222045
"First infection",4071,982,2021-08-01,777446,46103.5235887766,"Female","35-49","SIDIAP",43264.7021882978,49079.6900424984
"First infection",3551,497,2021-08-01,728524,24900.346453926,"Male","35-49","SIDIAP",22759.0304730803,27188.8586585962
"First infection",2566,636,2021-08-01,493213,47066.8859093333,"Female","50-64","SIDIAP",43479.5495397213,50871.2727328404
"First infection",2212,406,2021-08-01,445928,33231.8221775713,"Male","50-64","SIDIAP",30077.5276140735,36626.9749431405
"First infection",1515,410,2021-08-01,290164,51574.2821301057,"Female","65-79","SIDIAP",46702.302374145,56816.386588759
"First infection",1292,255,2021-08-01,259891,35813.090872712,"Male","65-79","SIDIAP",31551.9697119742,40489.2372851351
"First infection",910,178,2021-09-01,156979,41387.7015396964,"Female","<=34","SIDIAP",35530.7578724118,47934.5067918106
"First infection",806,103,2021-09-01,144468,26023.0639311128,"Male","<=34","SIDIAP",21240.8617685095,31560.53351598
"First infection",226,60,2021-09-01,37438,58496.7145680859,"Female",">=80","SIDIAP",44639.1557995358,75296.8506713201
"First infection",168,41,2021-09-01,27567,54285.9215728951,"Male",">=80","SIDIAP",38956.5142788809,73644.9822364841
"First infection",1152,226,2021-09-01,198063,41648.3644093041,"Female","35-49","SIDIAP",36395.0607932293,47446.9391709899
"First infection",1058,128,2021-09-01,191124,24444.863020866,"Male","35-49","SIDIAP",20393.7636088871,29065.0220455111
"First infection",827,192,2021-09-01,141038,49688.7363689219,"Female","50-64","SIDIAP",42908.5894798696,57236.0240832581
"First infection",738,105,2021-09-01,132597,28903.368854499,"Male","50-64","SIDIAP",23640.0991631345,34989.2913302762
"First infection",463,93,2021-09-01,80334,42254.8360594518,"Female","65-79","SIDIAP",34105.0984271248,51765.0176844908
"First infection",441,75,2021-09-01,77574,35288.885451311,"Male","65-79","SIDIAP",27756.9389281773,44234.9235672978
"First infection",473,64,2021-10-01,71192,32812.675581526,"Female","<=34","SIDIAP",25269.7567758966,41901.052915797
"First infection",401,41,2021-10-01,61677,24263.5017915917,"Male","<=34","SIDIAP",17411.9076661626,32916.1798614257
"First infection",149,32,2021-10-01,21885,53369.8880511766,"Female",">=80","SIDIAP",36504.9634489505,75342.397822484
"First infection",112,21,2021-10-01,16549,46316.9980059218,"Male",">=80","SIDIAP",28671.0079290677,70800.4501323653
"First infection",757,111,2021-10-01,114981,35236.2564249746,"Female","35-49","SIDIAP",28986.84535716,42433.5479499099
"First infection",749,77,2021-10-01,115623,24307.4474801726,"Male","35-49","SIDIAP",19183.0567167755,30380.129513263
"First infection",584,74,2021-10-01,88286,30593.7521237795,"Female","50-64","SIDIAP",24022.683470513,38407.6544526199
"First infection",589,77,2021-10-01,90254,31139.8940767168,"Male","50-64","SIDIAP",24575.1165240735,38919.5128715848
"First infection",400,87,2021-10-01,58353,54418.7959487944,"Female","65-79","SIDIAP",43587.2247286774,67125.3792328254
"First infection",365,44,2021-10-01,55808,28777.2362385321,"Male","65-79","SIDIAP",20909.5826058509,38632.0964585051
"First infection",1374,178,2021-11-01,168251,38614.9265086092,"Female","<=34","SIDIAP",33150.369626649,44723.127599073
"First infection",1068,76,2021-11-01,134689,20595.5942950055,"Male","<=34","SIDIAP",16226.9840377215,25778.4574429686
"First infection",342,43,2021-11-01,42101,37279.3995392033,"Female",">=80","SIDIAP",26979.2848413505,50215.1230294742
"First infection",245,44,2021-11-01,29746,53990.4524978148,"Male",">=80","SIDIAP",39229.5429996411,72479.6624472618
"First infection",2663,278,2021-11-01,331414,30617.2943810461,"Female","35-49","SIDIAP",27123.6282251462,34436.1373033365
"First infection",2355,174,2021-11-01,295677,21479.5198814923,"Male","35-49","SIDIAP",18406.4745650765,24918.917551883
"First infection",1745,202,2021-11-01,214936,34303.2344511855,"Female","50-64","SIDIAP",29735.5669683475,39373.9866335652
"First infection",1614,134,2021-11-01,201634,24256.8217661704,"Male","50-64","SIDIAP",20323.8229760228,28728.8732795155
"First infection",1100,154,2021-11-01,133948,41964.0457490967,"Female","65-79","SIDIAP",35598.0550663491,49139.9719927756
"First infection",1011,126,2021-11-01,124338,36987.8878540752,"Male","65-79","SIDIAP",30811.8983148937,44038.7928043991
